name	split
CCMSLIB00000077039	train
CCMSLIB00000077046	train
CCMSLIB00000077057	train
CCMSLIB00000077065	train
CCMSLIB00000077068	train
CCMSLIB00000077069	train
CCMSLIB00000077072	exclude
CCMSLIB00000077081	exclude
CCMSLIB00000077091	train
CCMSLIB00000077098	exclude
CCMSLIB00000077100	train
CCMSLIB00000077104	train
CCMSLIB00000077107	exclude
CCMSLIB00000077108	train
CCMSLIB00000077109	exclude
CCMSLIB00000077112	train
CCMSLIB00000077126	test
CCMSLIB00000077129	train
CCMSLIB00000077137	train
CCMSLIB00000077147	exclude
CCMSLIB00000077148	train
CCMSLIB00000077149	train
CCMSLIB00000077192	train
CCMSLIB00000077194	test
CCMSLIB00000077197	exclude
CCMSLIB00000077199	train
CCMSLIB00000078001	train
CCMSLIB00000078007	exclude
CCMSLIB00000078009	train
CCMSLIB00000078017	train
CCMSLIB00000078019	train
CCMSLIB00000078025	train
CCMSLIB00000078030	train
CCMSLIB00000078047	exclude
CCMSLIB00000078050	test
CCMSLIB00000078051	exclude
CCMSLIB00000078058	train
CCMSLIB00000078068	test
CCMSLIB00000078075	exclude
CCMSLIB00000078082	exclude
CCMSLIB00000078096	test
CCMSLIB00000078098	train
CCMSLIB00000078099	train
CCMSLIB00000078128	train
CCMSLIB00000078143	train
CCMSLIB00000078158	test
CCMSLIB00000078161	test
CCMSLIB00000078164	exclude
CCMSLIB00000078167	train
CCMSLIB00000078168	exclude
CCMSLIB00000078177	train
CCMSLIB00000078180	train
CCMSLIB00000078185	train
CCMSLIB00000078186	exclude
CCMSLIB00000078187	train
CCMSLIB00000078188	exclude
CCMSLIB00000078196	exclude
CCMSLIB00000078198	exclude
CCMSLIB00000078209	exclude
CCMSLIB00000078219	train
CCMSLIB00000078230	exclude
CCMSLIB00000078231	exclude
CCMSLIB00000078233	train
CCMSLIB00000078236	test
CCMSLIB00000078243	train
CCMSLIB00000078273	train
CCMSLIB00000078275	exclude
CCMSLIB00000078278	train
CCMSLIB00000078285	train
CCMSLIB00000078286	exclude
CCMSLIB00000078298	exclude
CCMSLIB00000078299	test
CCMSLIB00000078303	train
CCMSLIB00000078304	train
CCMSLIB00000078305	train
CCMSLIB00000078306	train
CCMSLIB00000078307	train
CCMSLIB00000078310	train
CCMSLIB00000078313	exclude
CCMSLIB00000078314	train
CCMSLIB00000078315	train
CCMSLIB00000078317	train
CCMSLIB00000078325	exclude
CCMSLIB00000078326	train
CCMSLIB00000078329	train
CCMSLIB00000078343	train
CCMSLIB00000078349	exclude
CCMSLIB00000078354	train
CCMSLIB00000078359	train
CCMSLIB00000078360	exclude
CCMSLIB00000078363	exclude
CCMSLIB00000078372	train
CCMSLIB00000078391	train
CCMSLIB00000078397	train
CCMSLIB00000078398	train
CCMSLIB00000078400	train
CCMSLIB00000078401	exclude
CCMSLIB00000078411	train
CCMSLIB00000078414	exclude
CCMSLIB00000078416	train
CCMSLIB00000078419	exclude
CCMSLIB00000078423	train
CCMSLIB00000078425	exclude
CCMSLIB00000078427	exclude
CCMSLIB00000078429	exclude
CCMSLIB00000078434	exclude
CCMSLIB00000078443	train
CCMSLIB00000078456	train
CCMSLIB00000078467	train
CCMSLIB00000078478	train
CCMSLIB00000078479	train
CCMSLIB00000078488	train
CCMSLIB00000078495	exclude
CCMSLIB00000078496	exclude
CCMSLIB00000078504	train
CCMSLIB00000078511	train
CCMSLIB00000078515	test
CCMSLIB00000078521	exclude
CCMSLIB00000078533	exclude
CCMSLIB00000078534	exclude
CCMSLIB00000078540	train
CCMSLIB00000078546	test
CCMSLIB00000078550	exclude
CCMSLIB00000078552	train
CCMSLIB00000078556	train
CCMSLIB00000078557	train
CCMSLIB00000078560	train
CCMSLIB00000078561	exclude
CCMSLIB00000078562	train
CCMSLIB00000078570	exclude
CCMSLIB00000078573	exclude
CCMSLIB00000078577	train
CCMSLIB00000078578	test
CCMSLIB00000078589	train
CCMSLIB00000078590	train
CCMSLIB00000078592	test
CCMSLIB00000078593	train
CCMSLIB00000078594	train
CCMSLIB00000078596	train
CCMSLIB00000078598	test
CCMSLIB00000078602	train
CCMSLIB00000078604	test
CCMSLIB00000078608	test
CCMSLIB00000078620	train
CCMSLIB00000078631	train
CCMSLIB00000078639	test
CCMSLIB00000078643	test
CCMSLIB00000078644	train
CCMSLIB00000078648	test
CCMSLIB00000078685	test
CCMSLIB00000078686	exclude
CCMSLIB00000078687	exclude
CCMSLIB00000078688	exclude
CCMSLIB00000078691	test
CCMSLIB00000078692	exclude
CCMSLIB00000078695	exclude
CCMSLIB00000078697	train
CCMSLIB00000078698	train
CCMSLIB00000078700	test
CCMSLIB00000078701	train
CCMSLIB00000078702	exclude
CCMSLIB00000078703	exclude
CCMSLIB00000078704	exclude
CCMSLIB00000078705	train
CCMSLIB00000078706	train
CCMSLIB00000078707	exclude
CCMSLIB00000078711	exclude
CCMSLIB00000078712	train
CCMSLIB00000078713	train
CCMSLIB00000078714	exclude
CCMSLIB00000078715	train
CCMSLIB00000078717	train
CCMSLIB00000078718	train
CCMSLIB00000078719	exclude
CCMSLIB00000078720	exclude
CCMSLIB00000078722	train
CCMSLIB00000078724	train
CCMSLIB00000078727	test
CCMSLIB00000078730	train
CCMSLIB00000078733	train
CCMSLIB00000078734	exclude
CCMSLIB00000078735	train
CCMSLIB00000078737	train
CCMSLIB00000078738	exclude
CCMSLIB00000078741	exclude
CCMSLIB00000078742	exclude
CCMSLIB00000078743	train
CCMSLIB00000078744	train
CCMSLIB00000078745	exclude
CCMSLIB00000078746	train
CCMSLIB00000078748	exclude
CCMSLIB00000078749	train
CCMSLIB00000078750	exclude
CCMSLIB00000078751	train
CCMSLIB00000078752	train
CCMSLIB00000078755	exclude
CCMSLIB00000078756	train
CCMSLIB00000078759	train
CCMSLIB00000078760	exclude
CCMSLIB00000078761	train
CCMSLIB00000078762	train
CCMSLIB00000078765	train
CCMSLIB00000078766	train
CCMSLIB00000078767	train
CCMSLIB00000078769	test
CCMSLIB00000078774	train
CCMSLIB00000078776	exclude
CCMSLIB00000078779	test
CCMSLIB00000078780	exclude
CCMSLIB00000078782	train
CCMSLIB00000078783	train
CCMSLIB00000078786	train
CCMSLIB00000078787	exclude
CCMSLIB00000078788	train
CCMSLIB00000078790	train
CCMSLIB00000078791	exclude
CCMSLIB00000078793	train
CCMSLIB00000078794	train
CCMSLIB00000078797	train
CCMSLIB00000078798	exclude
CCMSLIB00000078799	train
CCMSLIB00000078802	exclude
CCMSLIB00000078808	exclude
CCMSLIB00000078809	train
CCMSLIB00000078810	exclude
CCMSLIB00000078811	train
CCMSLIB00000078812	test
CCMSLIB00000078813	train
CCMSLIB00000078814	test
CCMSLIB00000078815	train
CCMSLIB00000078817	train
CCMSLIB00000078819	train
CCMSLIB00000078820	test
CCMSLIB00000078821	train
CCMSLIB00000078850	train
CCMSLIB00000078851	exclude
CCMSLIB00000078859	exclude
CCMSLIB00000078863	train
CCMSLIB00000078867	test
CCMSLIB00000078900	train
CCMSLIB00000078917	exclude
CCMSLIB00000078922	train
CCMSLIB00000078923	train
CCMSLIB00000078929	train
CCMSLIB00000078936	train
CCMSLIB00000078938	train
CCMSLIB00000078939	train
CCMSLIB00000078958	exclude
CCMSLIB00000078960	exclude
CCMSLIB00000078973	train
CCMSLIB00000078975	exclude
CCMSLIB00000078976	train
CCMSLIB00000078978	test
CCMSLIB00000078980	train
CCMSLIB00000078981	train
CCMSLIB00000078983	exclude
CCMSLIB00000078990	train
CCMSLIB00000078994	train
CCMSLIB00000079014	train
CCMSLIB00000079017	train
CCMSLIB00000079023	train
CCMSLIB00000079024	train
CCMSLIB00000079026	exclude
CCMSLIB00000079028	exclude
CCMSLIB00000079036	train
CCMSLIB00000079037	train
CCMSLIB00000079038	train
CCMSLIB00000079054	exclude
CCMSLIB00000079059	test
CCMSLIB00000079060	exclude
CCMSLIB00000079063	exclude
CCMSLIB00000079064	train
CCMSLIB00000079065	exclude
CCMSLIB00000079069	train
CCMSLIB00000079070	train
CCMSLIB00000079072	train
CCMSLIB00000079073	train
CCMSLIB00000079074	exclude
CCMSLIB00000079075	test
CCMSLIB00000079076	test
CCMSLIB00000079079	train
CCMSLIB00000079085	train
CCMSLIB00000079088	train
CCMSLIB00000079096	train
CCMSLIB00000079098	train
CCMSLIB00000079110	train
CCMSLIB00000079111	exclude
CCMSLIB00000079117	train
CCMSLIB00000079119	train
CCMSLIB00000079124	exclude
CCMSLIB00000079125	exclude
CCMSLIB00000079126	train
CCMSLIB00000079127	train
CCMSLIB00000079135	train
CCMSLIB00000079144	train
CCMSLIB00000079148	exclude
CCMSLIB00000079149	exclude
CCMSLIB00000079153	train
CCMSLIB00000079155	exclude
CCMSLIB00000079157	train
CCMSLIB00000079170	test
CCMSLIB00000079171	exclude
CCMSLIB00000079174	train
CCMSLIB00000079179	exclude
CCMSLIB00000079181	exclude
CCMSLIB00000079184	exclude
CCMSLIB00000079190	train
CCMSLIB00000079191	train
CCMSLIB00000079197	exclude
CCMSLIB00000079202	train
CCMSLIB00000079207	test
CCMSLIB00000079208	test
CCMSLIB00000079209	train
CCMSLIB00000079211	exclude
CCMSLIB00000079219	train
CCMSLIB00000079231	exclude
CCMSLIB00000079233	train
CCMSLIB00000079244	exclude
CCMSLIB00000079247	train
CCMSLIB00000079248	exclude
CCMSLIB00000079254	train
CCMSLIB00000079255	exclude
CCMSLIB00000079256	train
CCMSLIB00000079258	exclude
CCMSLIB00000079261	exclude
CCMSLIB00000079266	train
CCMSLIB00000079273	exclude
CCMSLIB00000079274	train
CCMSLIB00000079350	test
CCMSLIB00000079352	train
CCMSLIB00000079353	exclude
CCMSLIB00000079355	train
CCMSLIB00000079356	test
CCMSLIB00000079357	train
CCMSLIB00000079358	train
CCMSLIB00000079359	train
CCMSLIB00000079360	train
CCMSLIB00000079361	train
CCMSLIB00000079364	exclude
CCMSLIB00000079365	train
CCMSLIB00000079367	exclude
CCMSLIB00000079368	train
CCMSLIB00000079369	exclude
CCMSLIB00000079371	train
CCMSLIB00000079372	exclude
CCMSLIB00000079373	exclude
CCMSLIB00000079376	train
CCMSLIB00000079378	train
CCMSLIB00000079380	exclude
CCMSLIB00000079381	train
CCMSLIB00000079382	train
CCMSLIB00000079383	exclude
CCMSLIB00000079386	train
CCMSLIB00000079387	train
CCMSLIB00000079388	test
CCMSLIB00000079389	exclude
CCMSLIB00000079391	train
CCMSLIB00000079392	train
CCMSLIB00000079393	train
CCMSLIB00000079395	exclude
CCMSLIB00000079396	test
CCMSLIB00000079397	train
CCMSLIB00000079398	train
CCMSLIB00000079399	test
CCMSLIB00000079401	train
CCMSLIB00000079402	train
CCMSLIB00000079405	train
CCMSLIB00000079406	train
CCMSLIB00000079407	train
CCMSLIB00000079408	train
CCMSLIB00000079409	exclude
CCMSLIB00000079410	exclude
CCMSLIB00000079411	train
CCMSLIB00000079413	test
CCMSLIB00000079414	test
CCMSLIB00000079415	exclude
CCMSLIB00000079417	test
CCMSLIB00000079418	exclude
CCMSLIB00000079419	train
CCMSLIB00000079420	exclude
CCMSLIB00000079421	train
CCMSLIB00000079422	exclude
CCMSLIB00000079423	test
CCMSLIB00000079424	train
CCMSLIB00000079425	train
CCMSLIB00000079427	train
CCMSLIB00000079428	exclude
CCMSLIB00000079429	train
CCMSLIB00000079430	train
CCMSLIB00000079431	exclude
CCMSLIB00000079432	train
CCMSLIB00000079433	train
CCMSLIB00000079435	train
CCMSLIB00000079439	exclude
CCMSLIB00000079440	train
CCMSLIB00000079441	train
CCMSLIB00000079443	test
CCMSLIB00000079445	train
CCMSLIB00000079446	train
CCMSLIB00000079448	train
CCMSLIB00000079449	test
CCMSLIB00000079451	train
CCMSLIB00000079456	exclude
CCMSLIB00000079457	train
CCMSLIB00000079458	train
CCMSLIB00000079459	test
CCMSLIB00000079460	train
CCMSLIB00000079462	train
CCMSLIB00000079463	train
CCMSLIB00000079464	train
CCMSLIB00000079465	train
CCMSLIB00000079466	train
CCMSLIB00000079467	exclude
CCMSLIB00000079468	train
CCMSLIB00000079470	exclude
CCMSLIB00000079471	train
CCMSLIB00000079472	train
CCMSLIB00000079473	train
CCMSLIB00000079474	exclude
CCMSLIB00000079475	train
CCMSLIB00000079476	train
CCMSLIB00000079477	train
CCMSLIB00000079478	test
CCMSLIB00000079480	test
CCMSLIB00000079483	exclude
CCMSLIB00000079484	train
CCMSLIB00000079485	test
CCMSLIB00000079487	test
CCMSLIB00000079488	train
CCMSLIB00000079489	train
CCMSLIB00000079491	train
CCMSLIB00000079492	train
CCMSLIB00000079493	train
CCMSLIB00000079494	train
CCMSLIB00000079495	train
CCMSLIB00000079496	exclude
CCMSLIB00000079497	train
CCMSLIB00000079498	train
CCMSLIB00000079499	train
CCMSLIB00000079500	train
CCMSLIB00000079501	exclude
CCMSLIB00000079502	train
CCMSLIB00000079504	train
CCMSLIB00000079508	exclude
CCMSLIB00000079509	test
CCMSLIB00000079510	exclude
CCMSLIB00000079511	exclude
CCMSLIB00000079512	train
CCMSLIB00000079513	test
CCMSLIB00000079515	train
CCMSLIB00000079516	exclude
CCMSLIB00000079517	test
CCMSLIB00000079518	train
CCMSLIB00000079519	train
CCMSLIB00000079520	train
CCMSLIB00000079522	exclude
CCMSLIB00000079523	train
CCMSLIB00000079524	exclude
CCMSLIB00000079526	train
CCMSLIB00000079527	exclude
CCMSLIB00000079528	exclude
CCMSLIB00000079529	train
CCMSLIB00000079531	train
CCMSLIB00000079532	exclude
CCMSLIB00000079533	train
CCMSLIB00000079534	exclude
CCMSLIB00000079535	train
CCMSLIB00000079537	train
CCMSLIB00000079539	train
CCMSLIB00000079540	train
CCMSLIB00000079541	train
CCMSLIB00000079542	train
CCMSLIB00000079544	test
CCMSLIB00000079546	train
CCMSLIB00000079548	exclude
CCMSLIB00000079551	train
CCMSLIB00000079552	train
CCMSLIB00000079554	exclude
CCMSLIB00000079555	train
CCMSLIB00000079557	exclude
CCMSLIB00000079558	train
CCMSLIB00000079559	test
CCMSLIB00000079560	train
CCMSLIB00000079562	exclude
CCMSLIB00000079564	train
CCMSLIB00000079566	test
CCMSLIB00000079568	exclude
CCMSLIB00000079569	train
CCMSLIB00000079570	exclude
CCMSLIB00000079571	test
CCMSLIB00000079572	exclude
CCMSLIB00000079573	train
CCMSLIB00000079574	train
CCMSLIB00000079575	train
CCMSLIB00000079578	exclude
CCMSLIB00000079579	exclude
CCMSLIB00000079580	exclude
CCMSLIB00000079581	train
CCMSLIB00000079582	train
CCMSLIB00000079583	train
CCMSLIB00000079584	train
CCMSLIB00000079585	train
CCMSLIB00000079588	test
CCMSLIB00000079590	exclude
CCMSLIB00000079591	train
CCMSLIB00000079593	train
CCMSLIB00000079594	train
CCMSLIB00000079595	exclude
CCMSLIB00000079598	train
CCMSLIB00000079599	test
CCMSLIB00000079600	test
CCMSLIB00000079601	train
CCMSLIB00000079602	train
CCMSLIB00000079603	exclude
CCMSLIB00000079604	test
CCMSLIB00000079605	train
CCMSLIB00000079606	train
CCMSLIB00000079607	test
CCMSLIB00000079608	train
CCMSLIB00000079610	test
CCMSLIB00000079611	exclude
CCMSLIB00000079612	train
CCMSLIB00000079613	exclude
CCMSLIB00000079614	test
CCMSLIB00000079615	train
CCMSLIB00000079616	test
CCMSLIB00000079617	train
CCMSLIB00000079619	exclude
CCMSLIB00000079620	train
CCMSLIB00000079621	test
CCMSLIB00000079622	train
CCMSLIB00000079623	train
CCMSLIB00000079624	test
CCMSLIB00000079625	train
CCMSLIB00000079626	exclude
CCMSLIB00000079629	exclude
CCMSLIB00000079630	train
CCMSLIB00000079631	train
CCMSLIB00000079632	train
CCMSLIB00000079634	test
CCMSLIB00000079637	exclude
CCMSLIB00000079638	exclude
CCMSLIB00000079640	train
CCMSLIB00000079641	test
CCMSLIB00000079642	exclude
CCMSLIB00000079643	train
CCMSLIB00000079644	train
CCMSLIB00000079645	exclude
CCMSLIB00000079646	train
CCMSLIB00000079647	train
CCMSLIB00000079648	train
CCMSLIB00000079650	test
CCMSLIB00000079651	train
CCMSLIB00000079652	exclude
CCMSLIB00000079653	exclude
CCMSLIB00000079654	train
CCMSLIB00000079655	test
CCMSLIB00000079656	exclude
CCMSLIB00000079659	train
CCMSLIB00000079660	exclude
CCMSLIB00000079661	train
CCMSLIB00000079662	train
CCMSLIB00000079663	train
CCMSLIB00000079665	train
CCMSLIB00000079666	exclude
CCMSLIB00000079667	train
CCMSLIB00000079668	train
CCMSLIB00000079669	train
CCMSLIB00000079670	exclude
CCMSLIB00000079671	train
CCMSLIB00000079672	train
CCMSLIB00000079675	train
CCMSLIB00000079676	exclude
CCMSLIB00000079679	exclude
CCMSLIB00000079682	exclude
CCMSLIB00000079684	exclude
CCMSLIB00000079686	train
CCMSLIB00000079687	exclude
CCMSLIB00000079688	train
CCMSLIB00000079689	train
CCMSLIB00000079690	exclude
CCMSLIB00000079691	exclude
CCMSLIB00000079692	train
CCMSLIB00000079693	exclude
CCMSLIB00000079694	train
CCMSLIB00000079695	train
CCMSLIB00000079698	exclude
CCMSLIB00000079699	exclude
CCMSLIB00000079700	train
CCMSLIB00000079701	test
CCMSLIB00000079703	train
CCMSLIB00000079704	exclude
CCMSLIB00000079705	train
CCMSLIB00000079707	train
CCMSLIB00000079708	test
CCMSLIB00000079710	exclude
CCMSLIB00000079711	train
CCMSLIB00000079712	train
CCMSLIB00000079716	exclude
CCMSLIB00000079717	train
CCMSLIB00000079718	train
CCMSLIB00000079719	exclude
CCMSLIB00000079720	test
CCMSLIB00000079721	train
CCMSLIB00000079723	train
CCMSLIB00000079724	exclude
CCMSLIB00000079725	train
CCMSLIB00000079726	train
CCMSLIB00000079728	train
CCMSLIB00000079729	train
CCMSLIB00000079730	train
CCMSLIB00000079732	exclude
CCMSLIB00000079734	train
CCMSLIB00000079737	train
CCMSLIB00000079738	exclude
CCMSLIB00000079739	exclude
CCMSLIB00000079741	train
CCMSLIB00000079742	test
CCMSLIB00000079744	train
CCMSLIB00000079745	train
CCMSLIB00000079746	train
CCMSLIB00000079749	test
CCMSLIB00000079750	train
CCMSLIB00000079751	train
CCMSLIB00000079752	train
CCMSLIB00000079754	test
CCMSLIB00000079755	train
CCMSLIB00000079757	train
CCMSLIB00000079758	exclude
CCMSLIB00000079759	exclude
CCMSLIB00000079760	exclude
CCMSLIB00000079761	train
CCMSLIB00000079763	train
CCMSLIB00000079764	test
CCMSLIB00000079765	exclude
CCMSLIB00000079767	train
CCMSLIB00000079768	test
CCMSLIB00000079769	train
CCMSLIB00000079770	train
CCMSLIB00000079772	test
CCMSLIB00000079773	train
CCMSLIB00000079774	exclude
CCMSLIB00000079775	exclude
CCMSLIB00000079776	test
CCMSLIB00000079778	exclude
CCMSLIB00000079780	train
CCMSLIB00000079782	train
CCMSLIB00000079783	train
CCMSLIB00000079784	exclude
CCMSLIB00000079785	test
CCMSLIB00000079786	exclude
CCMSLIB00000079787	exclude
CCMSLIB00000079788	train
CCMSLIB00000079790	train
CCMSLIB00000079791	train
CCMSLIB00000079792	train
CCMSLIB00000079795	train
CCMSLIB00000079796	train
CCMSLIB00000079797	exclude
CCMSLIB00000079800	exclude
CCMSLIB00000079801	exclude
CCMSLIB00000079802	test
CCMSLIB00000079803	train
CCMSLIB00000079804	train
CCMSLIB00000079806	train
CCMSLIB00000079807	exclude
CCMSLIB00000079809	test
CCMSLIB00000079810	exclude
CCMSLIB00000079811	exclude
CCMSLIB00000079812	train
CCMSLIB00000079813	train
CCMSLIB00000079814	test
CCMSLIB00000079816	exclude
CCMSLIB00000079817	test
CCMSLIB00000079818	test
CCMSLIB00000079819	exclude
CCMSLIB00000079820	test
CCMSLIB00000079823	train
CCMSLIB00000079824	test
CCMSLIB00000079825	train
CCMSLIB00000079827	train
CCMSLIB00000079828	train
CCMSLIB00000079829	exclude
CCMSLIB00000079830	exclude
CCMSLIB00000079832	test
CCMSLIB00000079834	train
CCMSLIB00000079835	train
CCMSLIB00000079837	train
CCMSLIB00000079838	train
CCMSLIB00000079839	test
CCMSLIB00000079840	test
CCMSLIB00000079843	exclude
CCMSLIB00000079844	train
CCMSLIB00000079847	train
CCMSLIB00000079848	test
CCMSLIB00000079849	exclude
CCMSLIB00000079851	train
CCMSLIB00000079852	train
CCMSLIB00000079853	train
CCMSLIB00000079854	train
CCMSLIB00000079855	train
CCMSLIB00000079857	train
CCMSLIB00000079859	train
CCMSLIB00000079860	train
CCMSLIB00000079861	test
CCMSLIB00000079862	exclude
CCMSLIB00000079864	train
CCMSLIB00000079865	train
CCMSLIB00000079866	test
CCMSLIB00000079867	train
CCMSLIB00000079868	train
CCMSLIB00000079870	exclude
CCMSLIB00000079871	exclude
CCMSLIB00000079872	test
CCMSLIB00000079875	exclude
CCMSLIB00000079877	train
CCMSLIB00000079878	train
CCMSLIB00000079879	exclude
CCMSLIB00000079880	exclude
CCMSLIB00000079881	exclude
CCMSLIB00000079882	train
CCMSLIB00000079883	train
CCMSLIB00000079884	test
CCMSLIB00000079885	exclude
CCMSLIB00000079887	train
CCMSLIB00000079888	train
CCMSLIB00000079889	train
CCMSLIB00000079890	train
CCMSLIB00000079891	train
CCMSLIB00000079893	exclude
CCMSLIB00000079894	test
CCMSLIB00000079895	train
CCMSLIB00000079896	train
CCMSLIB00000079897	train
CCMSLIB00000079898	exclude
CCMSLIB00000079899	exclude
CCMSLIB00000079900	test
CCMSLIB00000079901	exclude
CCMSLIB00000079905	train
CCMSLIB00000079906	exclude
CCMSLIB00000079907	train
CCMSLIB00000079910	test
CCMSLIB00000079911	test
CCMSLIB00000079912	train
CCMSLIB00000079913	exclude
CCMSLIB00000079915	test
CCMSLIB00000079917	exclude
CCMSLIB00000079919	train
CCMSLIB00000079921	train
CCMSLIB00000079922	train
CCMSLIB00000079925	exclude
CCMSLIB00000079926	exclude
CCMSLIB00000079927	exclude
CCMSLIB00000079929	train
CCMSLIB00000079930	train
CCMSLIB00000079931	train
CCMSLIB00000079932	train
CCMSLIB00000079933	train
CCMSLIB00000079934	train
CCMSLIB00000079935	test
CCMSLIB00000079936	train
CCMSLIB00000079937	test
CCMSLIB00000079940	test
CCMSLIB00000079942	train
CCMSLIB00000079943	train
CCMSLIB00000079944	train
CCMSLIB00000079945	exclude
CCMSLIB00000079946	exclude
CCMSLIB00000079947	test
CCMSLIB00000079948	train
CCMSLIB00000079950	train
CCMSLIB00000079951	train
CCMSLIB00000079953	train
CCMSLIB00000079954	train
CCMSLIB00000079958	train
CCMSLIB00000079959	exclude
CCMSLIB00000079960	train
CCMSLIB00000079961	train
CCMSLIB00000079962	exclude
CCMSLIB00000079963	train
CCMSLIB00000079964	train
CCMSLIB00000079966	test
CCMSLIB00000079967	exclude
CCMSLIB00000079969	train
CCMSLIB00000079971	exclude
CCMSLIB00000079973	test
CCMSLIB00000079974	train
CCMSLIB00000079975	train
CCMSLIB00000079976	train
CCMSLIB00000079977	train
CCMSLIB00000079978	train
CCMSLIB00000079980	train
CCMSLIB00000079981	exclude
CCMSLIB00000079982	train
CCMSLIB00000079983	train
CCMSLIB00000079984	train
CCMSLIB00000079985	train
CCMSLIB00000079986	train
CCMSLIB00000079987	exclude
CCMSLIB00000079989	exclude
CCMSLIB00000079990	train
CCMSLIB00000079991	train
CCMSLIB00000079992	exclude
CCMSLIB00000079993	exclude
CCMSLIB00000079994	exclude
CCMSLIB00000079995	train
CCMSLIB00000079996	train
CCMSLIB00000079997	train
