name	split
nist_3137356	train
CCMSLIB00000078750	train
CCMSLIB00000086052	val
CCMSLIB00000080456	train
nistpep_59399	train
nist_1767718	train
nist_3135722	train
CCMSLIB00006701838	val
nist_1198351	train
mona_22	val
CCMSLIB00000079472	train
nist_1483439	train
nist_3142848	val
nist_1665792	train
CCMSLIB00000424756	train
nist_1503053	train
nist_3438331	train
nistpep_43974	train
nist_1513552	train
nist_3447734	train
nist_3273999	train
nist_3250841	val
nist_1138243	train
CCMSLIB00000080442	train
nist_1617235	train
nist_1604768	train
nist_1998385	train
nist_1146087	val
CCMSLIB00000849026	train
nist_1270445	train
CCMSLIB00000078326	train
nist_1726433	train
nist_3055216	train
nist_1218803	train
CCMSLIB00005720233	test
nist_3357601	val
nist_3271000	train
nist_3225332	val
nist_1721027	train
nist_3423231	train
CCMSLIB00000080424	test
nist_1888981	train
mona_2724	train
CCMSLIB00005467777	train
eawag_0498	train
nist_3452309	train
nist_1284106	train
nist_1169933	train
CCMSLIB00000845309	train
nist_1406007	train
CCMSLIB00006697297	train
CCMSLIB00000845183	train
nist_3126305	train
nist_3244285	train
nist_3027367	train
nist_1249517	train
CCMSLIB00003137487	train
eawag_0502	train
nist_3409541	test
nist_1979472	train
nist_1725052	train
CCMSLIB00000079590	train
CCMSLIB00004722011	train
nist_1661419	train
nist_1967199	train
CCMSLIB00006699347	train
nist_1812892	val
CCMSLIB00006698001	train
nist_3236035	test
CCMSLIB00006698990	test
nist_1282157	train
nist_3458918	train
nist_3407339	train
nist_1381980	train
CCMSLIB00000224030	val
CCMSLIB00000080405	train
nist_1935946	train
nist_3352991	train
CCMSLIB00000080196	train
mona_1854	train
nist_3182111	train
nist_1252681	train
nist_1652313	val
CCMSLIB00006699419	train
CCMSLIB00000579564	val
nist_3151429	train
mona_1362	val
nist_1777201	train
nist_1493977	train
nist_3223832	train
CCMSLIB00006703170	train
CCMSLIB00003139269	train
nist_1402270	val
mona_751	train
nist_1301623	train
nist_1210559	test
washington_0374	train
nist_3264060	train
nist_3378424	train
nist_3248765	test
CCMSLIB00003135122	train
nist_1841966	train
CCMSLIB00000849004	test
CCMSLIB00000079958	train
nist_1250078	train
nist_1277347	train
nist_1500710	train
CCMSLIB00000080232	train
nist_3147426	train
nist_3272854	train
CCMSLIB00000848572	train
nist_1982093	train
nist_1723077	train
nist_3149493	train
nist_1925393	train
nist_3174942	train
nist_3002160	val
nist_1517265	train
nist_3089756	train
nist_1664309	train
washington_1110	val
mona_1244	train
nist_1416727	train
nist_1904834	train
CCMSLIB00000855649	train
nist_1310954	train
nist_1166191	val
nist_1778961	test
nistpep_57866	train
CCMSLIB00000848486	train
nist_1864479	train
nist_1300387	train
nist_3058882	val
mona_1813	train
nist_3311911	val
nist_3185656	train
nist_1271338	train
nist_1539773	train
nist_3458953	train
nist_1793970	train
nist_1981711	train
CCMSLIB00000080063	train
nist_1127748	train
nist_1260462	val
CCMSLIB00003134493	train
nist_1468640	train
CCMSLIB00006700591	train
nist_1704630	train
nist_3348558	train
nist_1803070	val
nist_1305816	train
nist_1716537	train
nist_3053655	val
CCMSLIB00000848401	train
nist_1603584	train
nist_3341012	val
CCMSLIB00000847583	train
nist_3067965	train
CCMSLIB00006698342	train
CCMSLIB00000079190	train
nist_3025718	train
nist_3173544	test
nist_1188637	train
nist_3264169	train
nist_1214450	train
nist_1479635	train
nist_3411698	train
CCMSLIB00000080026	train
CCMSLIB00000427301	train
nist_3325697	train
nist_1396357	test
nist_1566215	val
CCMSLIB00006702732	train
nist_1258241	train
nist_3142722	train
CCMSLIB00000853829	train
nist_1148114	val
nist_1413048	train
CCMSLIB00000848221	train
nist_3236165	test
nist_1660959	train
CCMSLIB00006700481	val
nist_1706884	train
mona_2700	train
nist_3155576	train
nist_1782037	train
nist_1157564	train
nist_3396626	train
nist_1492002	train
nist_1277182	test
CCMSLIB00006708707	train
nist_3397410	train
nist_1405453	train
nist_3411370	train
nist_1155879	train
CCMSLIB00004680084	train
CCMSLIB00003134543	train
nist_1370718	train
CCMSLIB00000856106	train
CCMSLIB00004709502	train
nist_3436352	train
nist_3196070	train
nist_1313612	test
nist_1250065	train
nist_3175511	val
nist_1176536	train
nist_1515812	train
nist_1477118	train
CCMSLIB00006697703	train
nist_3430297	val
nistpep_89846	test
nist_1932364	train
CCMSLIB00000478448	train
nist_3426336	train
nist_1415277	train
nist_1182387	train
CCMSLIB00003139887	train
nist_1925535	train
nist_1604646	train
nist_3285288	train
nist_1148333	train
nist_1721083	train
nist_1205484	train
nist_1387866	test
nist_1167217	train
mona_2609	train
nist_3332996	train
nist_1781291	train
nist_1902811	train
CCMSLIB00000080317	test
PR310853	train
CCMSLIB00000847186	train
nist_3266480	train
CCMSLIB00000851633	train
nist_1657997	test
nist_1521418	train
nist_1523461	train
nist_1855553	test
nist_1848672	train
nist_1629732	train
nist_1889036	val
nist_1611040	train
nist_3060840	train
nist_1437353	val
nist_1271133	train
CCMSLIB00006706994	train
nist_1903081	train
nist_3230023	train
nist_3246836	train
CCMSLIB00000079466	train
nist_3453172	train
nist_1902245	train
nist_1147092	val
nist_1802915	train
CCMSLIB00003134753	train
nist_3194199	train
nistpep_86069	train
nist_3180931	train
nist_1503715	val
nist_1221322	val
mona_1202	test
nist_1939121	train
nist_1612752	train
mona_2160	train
nist_1401638	train
nist_1267752	test
nist_1324424	train
CCMSLIB00000845169	test
CCMSLIB00006700160	train
nist_3169662	train
nist_3135989	train
nist_3226716	train
nist_3439109	train
nist_1650598	train
nist_1988726	train
nist_1855030	train
CCMSLIB00000080464	train
mona_918	train
nist_1717319	train
nist_1236395	val
nist_1962014	train
nist_1128176	train
CCMSLIB00000847182	train
nist_3376212	train
CCMSLIB00000855463	train
nist_1666818	train
CCMSLIB00006691377	train
nist_1860754	train
nist_1157759	train
nist_1891658	train
nist_1951573	train
nist_3350140	train
CCMSLIB00006705405	train
nist_1222760	train
nist_1867429	train
nist_1187022	test
nist_3402113	train
nist_1509092	train
nist_1789413	train
mona_2665	train
CCMSLIB00000579427	train
nist_1725436	test
CCMSLIB00000078939	train
nist_3186723	train
nist_1956369	train
CCMSLIB00000478053	train
nist_1268737	train
nist_1186981	val
CCMSLIB00000478638	test
CCMSLIB00000079578	train
nist_1989669	train
CCMSLIB00000850129	train
nist_3140581	train
nist_1208554	train
nist_1336853	train
CCMSLIB00000852921	train
mona_2660	val
nist_1964479	train
nist_1712099	train
nistpep_42833	train
CCMSLIB00000086092	train
nist_1321817	val
nist_3396854	train
CCMSLIB00003139403	train
CCMSLIB00000085228	val
nist_1704649	train
nist_1475476	train
nist_1723474	train
CCMSLIB00000086025	train
CCMSLIB00006708856	train
nist_1662069	train
nist_1222998	val
nist_1205192	val
nist_1668912	train
nist_1665603	val
CCMSLIB00000079387	val
nist_1932779	train
CCMSLIB00000079174	train
nist_3236756	train
nist_3094807	train
nist_3378907	train
CCMSLIB00006707478	train
CCMSLIB00000847819	train
nist_1861794	train
nist_3002379	train
nistpep_66517	train
nist_1433127	val
nist_3181117	train
nist_3158453	train
nist_1892129	train
nist_3050597	train
nist_1320583	train
nist_1174431	train
nist_1836980	train
CCMSLIB00006698339	train
nist_1936573	train
nist_1860660	train
nist_1202948	train
CCMSLIB00003137920	train
nist_1265514	train
nist_1783023	train
nist_1371984	train
nist_3391851	train
nist_1969835	train
nist_3194583	train
nist_3342725	train
CCMSLIB00000577988	train
nist_1418122	train
nist_3346366	train
nist_3000407	val
CCMSLIB00006702873	train
nist_3359728	train
CCMSLIB00000852539	train
nist_1901485	val
mona_1287	train
nist_1778348	val
nist_3355854	train
CCMSLIB00000853252	train
CCMSLIB00000078285	train
fiocruz_0000	test
mona_2594	train
nist_1856232	val
PR310821	train
nist_3260346	val
CCMSLIB00000849317	train
CCMSLIB00000848834	train
nist_1886344	test
nist_1819193	train
CCMSLIB00000085004	train
mona_2374	train
nist_1217050	test
nist_1526321	train
CCMSLIB00000078299	train
nist_1511057	train
nist_1488648	train
nist_1484006	train
nist_3131042	train
CCMSLIB00004722084	test
CCMSLIB00006698336	train
nist_1391558	val
nist_3337488	train
nist_3460573	train
nist_1820028	train
nist_3232593	train
nist_1471471	test
nist_3439230	train
nist_1338174	train
CCMSLIB00006704972	train
nist_3430981	val
nist_1339915	train
CCMSLIB00000079828	train
mona_2658	train
nist_3066893	train
nist_1144531	val
nist_1827152	train
nist_1864585	train
nist_1974191	train
nist_1862378	train
nist_1227749	test
eawag_0396	train
CCMSLIB00003136935	train
nist_1896269	train
nist_1133780	train
nist_1967014	train
nist_1902174	train
nist_3412650	train
nist_3456002	train
CCMSLIB00000850020	train
nist_3318283	train
nist_3328375	test
nist_1792689	train
nist_3450403	train
mona_1344	train
CCMSLIB00006703394	train
CCMSLIB00000079830	train
nist_1706035	train
nist_1858369	val
CCMSLIB00006691871	train
nist_3175764	train
nist_3134755	train
nist_1226371	train
CCMSLIB00000080388	train
CCMSLIB00000478414	val
CCMSLIB00000079573	train
nist_1962776	train
nist_1533809	train
NA000601	train
CCMSLIB00006689260	train
nist_3337549	train
nist_3090278	train
nist_1628111	train
nist_3087764	train
nist_1853232	test
CCMSLIB00003138905	train
nist_3070152	train
CCMSLIB00006690146	train
nist_1372642	train
nist_1840652	train
nist_1715572	train
CCMSLIB00000853009	train
nist_3304922	val
nist_3289047	train
nist_1904025	train
nist_3181108	train
CCMSLIB00000079997	test
nist_1900020	train
nist_1870782	train
eawag_0631	train
CCMSLIB00000085819	train
nist_1672274	train
nist_3192256	train
nist_3125976	train
nist_3144315	train
CCMSLIB00000085697	train
nist_1860565	train
nist_1432047	train
CCMSLIB00000080457	train
nist_3155554	train
nist_1677831	train
nist_3283163	train
nist_3367018	train
CCMSLIB00004722006	train
nist_1411759	val
nist_1938149	train
washington_0881	train
nist_1712775	train
nist_1859805	test
nist_1393057	train
nist_1862752	train
CCMSLIB00000849078	train
CCMSLIB00000847772	train
nist_1412130	val
nist_3266077	train
nist_3201310	train
CCMSLIB00000078398	train
nist_1829165	train
CCMSLIB00000086142	train
nist_3229445	train
nist_3297387	train
nist_1631489	train
nist_3408674	train
nist_3357193	train
nist_1239263	train
nist_1163765	train
nist_3152949	train
CCMSLIB00000855330	train
nist_1671315	train
nist_3238099	train
nist_3122833	train
nist_3345036	val
nistpep_41381	train
CCMSLIB00000085658	train
nist_1709213	train
nist_1916736	train
nist_1199236	val
nist_3229796	val
nist_3030241	val
CCMSLIB00006688586	train
CCMSLIB00000847744	train
mona_1094	train
CCMSLIB00000845237	train
CCMSLIB00000850246	test
nist_3202179	train
mona_2516	test
nist_1234579	train
nist_3185973	train
nist_3149360	train
nist_1864181	train
nist_1667458	val
nist_3345632	train
nist_3267159	train
nist_3258986	train
CCMSLIB00000851569	train
CCMSLIB00004709999	train
nist_1713834	train
nist_1889615	train
nist_3237242	train
nist_1165005	train
nist_3441394	train
nist_3121663	test
nist_1895206	train
nist_1918800	train
nistpep_69117	train
CCMSLIB00001058988	train
nist_1821811	train
nist_3176640	train
mona_2886	train
nist_1658676	train
nist_1688142	train
nist_3398595	train
nist_1315905	train
nist_1345881	train
nist_3438729	train
CCMSLIB00000851077	train
nist_3148780	train
CCMSLIB00003138059	train
nist_3104576	train
CCMSLIB00004721996	test
nist_1663582	train
CCMSLIB00006695036	train
nist_1791335	train
nist_3438811	train
nist_1725317	train
nist_1650165	val
nist_1434060	train
mona_1314	train
CCMSLIB00006699713	train
CCMSLIB00006705109	train
CCMSLIB00005465446	train
nist_1416546	test
nist_3394952	val
nist_1380717	train
nist_1647157	test
nist_1854631	val
nist_3367075	train
nist_1269070	train
nist_1560174	val
CCMSLIB00006697985	train
nist_1672053	train
nist_1330476	train
CCMSLIB00006699623	train
nist_3242062	test
CCMSLIB00000079671	train
nist_1929127	train
CCMSLIB00006700792	test
nist_1352980	train
nist_3173828	train
nist_3414950	train
nist_1892381	train
nist_3181025	train
nist_1851485	train
CCMSLIB00000849942	val
CCMSLIB00001058447	train
nist_1889417	train
nist_3439197	train
nist_1151634	train
LU062901	test
LU030301	train
CCMSLIB00000080595	train
CCMSLIB00006686835	train
CCMSLIB00000079247	train
CCMSLIB00006699092	train
nist_1812999	test
nist_3181006	test
nist_3376252	train
nist_1273884	train
CCMSLIB00000846429	val
nist_3023370	train
CCMSLIB00006708095	train
nistpep_42736	train
nist_3400347	val
nist_1275364	train
nist_1396464	train
nist_3354658	train
nist_3261977	train
nist_1869947	train
nist_1225604	val
CCMSLIB00000478457	train
nist_1336700	test
mona_2573	train
nist_1395282	train
nist_1548621	train
nist_3181789	val
nist_3199350	train
CCMSLIB00000078167	train
nist_3396563	train
mona_2598	val
nist_3129599	test
nist_1400674	train
CCMSLIB00000080248	train
NA003059	train
CCMSLIB00006687675	train
nist_3357882	train
nistpep_67532	train
EQ436101	train
CCMSLIB00000577812	test
nist_1994661	train
CCMSLIB00006704868	train
nist_3451333	train
nist_1210240	train
nist_1546312	val
CCMSLIB00000855615	train
mona_1954	train
nist_3318190	train
nist_1826439	train
nist_1657491	train
nist_3377280	train
nist_3423873	train
nist_3132179	train
PR300748	test
nist_1459568	test
nist_1555378	train
nist_1978620	train
CCMSLIB00000846360	train
CCMSLIB00000847622	train
nist_3123200	train
nist_3079168	train
nist_1251560	train
CCMSLIB00006708726	train
CCMSLIB00006707190	test
nist_1236010	val
nist_3075516	train
CCMSLIB00000845767	train
nist_1153595	train
CCMSLIB00000847598	train
nist_1345453	train
nist_1609533	train
nist_1384842	train
CCMSLIB00003136459	train
nist_1299277	train
nist_1183054	train
nist_3456048	train
nist_3367140	train
nist_1710420	test
nist_3067792	train
nist_3238250	train
nist_3455956	train
CCMSLIB00000085688	train
nist_1493468	train
nist_3371485	train
CCMSLIB00006700030	train
nist_3192149	val
nist_3331584	train
CCMSLIB00006699609	train
nist_3233642	train
nist_1903254	train
CCMSLIB00000848509	test
nist_1899275	train
nist_3191022	train
CCMSLIB00000852152	test
nist_1406921	test
nist_3325834	train
nist_1718326	test
CCMSLIB00006692841	test
nist_1845294	train
nist_1855783	train
nist_1158193	train
nist_3452838	train
CCMSLIB00000577888	train
nist_1716126	train
fiocruz_0060	train
mona_1346	train
nist_3086650	train
nist_1673354	train
nist_3288211	train
fiocruz_0004	train
nist_3395880	train
CCMSLIB00003139969	test
nist_1191879	train
nist_1472403	train
nist_1392711	train
nist_1180963	val
nist_3429822	train
CCMSLIB00000085983	train
CCMSLIB00006703471	train
nist_1874590	val
CCMSLIB00006704585	train
nist_1221180	train
CCMSLIB00006701182	train
nist_3141995	test
CCMSLIB00003108594	train
CCMSLIB00000080246	train
nist_3016558	train
nist_1306703	train
nist_1791700	test
nist_1494387	test
nistpep_85345	test
nist_3340048	train
nist_3443408	train
nist_1805029	test
nist_3238594	train
mona_1268	train
nist_1257119	train
CCMSLIB00000072497	test
CCMSLIB00000851173	train
nist_3144863	train
nist_3141590	train
nist_1875889	train
mona_2533	val
nist_1441153	test
nistpep_42158	train
CCMSLIB00005436501	val
CCMSLIB00006702471	test
nist_1617004	test
nist_3266498	train
nist_3023532	train
nist_1434839	train
nist_1419720	train
nist_1995520	train
CCMSLIB00000855127	train
nist_1216381	train
nist_1963619	train
nist_1889959	val
nist_3329771	test
nist_1267292	train
CCMSLIB00000079686	test
nist_1779470	train
nist_1707002	train
CCMSLIB00003136405	train
nist_3050279	train
nist_1876907	train
nist_1360627	train
mona_1372	train
CCMSLIB00000478637	train
nist_1236791	train
nist_1548522	test
nist_1481741	train
CCMSLIB00006707665	train
CCMSLIB00000085060	train
nist_1887438	train
nist_3417443	train
PR310683	train
mona_1353	train
nist_3418626	train
CCMSLIB00000079255	test
PR310446	train
nist_1485234	train
nist_1385140	test
CCMSLIB00000004573	train
CCMSLIB00000078755	train
CCMSLIB00000079433	train
nistpep_42655	train
nist_3382097	train
nist_1295469	train
PR304435	train
nist_1434181	train
nist_1414192	test
nist_1889000	train
nist_3408900	train
nist_3002809	train
nist_3016910	train
nist_1539271	train
CCMSLIB00000848798	train
nist_1903538	train
nist_3191533	train
nist_1534992	train
nist_1831791	test
nist_3465459	train
mona_2764	test
nist_1919419	train
nist_3412029	train
CCMSLIB00000080106	train
nist_1775661	train
nist_3420156	val
nist_1485571	train
nist_3315173	train
CCMSLIB00000845205	train
nist_1906621	train
mona_476	train
nist_1489577	train
nist_1709841	train
CCMSLIB00003137882	train
CCMSLIB00000078596	train
CCMSLIB00000848739	train
nist_1959925	train
nist_1510530	train
washington_0540	train
CCMSLIB00004680083	train
nist_1153681	train
nist_1831311	train
nist_1144895	train
eawag_0200	train
nist_3372980	train
CCMSLIB00006699252	train
nist_3340282	train
CCMSLIB00006705125	val
nist_1919170	train
nist_1191395	train
CCMSLIB00006693420	test
nist_1909560	train
nist_3253954	val
nist_1913341	train
nist_1829599	train
LU098501	val
CCMSLIB00003135486	train
nist_1466977	train
nist_1186674	train
nist_1192369	train
nist_1706817	train
CCMSLIB00004703681	train
nist_3201103	train
nist_3260035	train
nist_1190960	train
nist_1727358	train
nist_3062707	train
nist_3192273	train
mona_2566	test
nist_1228539	train
nist_3148982	test
nist_3225207	train
nist_3443765	train
nist_1767515	train
nist_3462462	val
CCMSLIB00000478449	train
nist_3179916	train
nist_1993501	train
CCMSLIB00000086016	train
nist_1887868	val
nist_3104020	train
nist_1648556	train
nist_1326810	train
nist_1927018	test
nist_3233493	train
CCMSLIB00000848529	test
nist_1540333	train
nist_1415829	val
nist_1305941	val
nistpep_42606	train
CCMSLIB00000855920	train
nist_3127907	train
CCMSLIB00000845233	train
nist_1146324	train
nist_3095281	train
CCMSLIB00000855576	train
nist_3145463	train
CCMSLIB00006689592	train
nist_3352818	val
CCMSLIB00001058901	train
nist_1358587	val
nist_1764393	train
CCMSLIB00006700866	train
nist_1443633	train
nist_3429505	train
nist_3391534	train
nist_1856693	train
nist_3263030	train
nist_3202239	train
nist_3462049	train
nist_3007355	train
CCMSLIB00000078098	train
nist_3104874	test
nist_1979256	train
CCMSLIB00006694291	train
nist_1362216	test
nist_1975867	train
CCMSLIB00006699885	train
CCMSLIB00000079751	train
nistpep_56269	train
CCMSLIB00003139897	train
nist_1508204	train
nist_3128778	train
nist_1867199	test
CCMSLIB00000845653	train
nist_3372443	train
CCMSLIB00006704095	train
nist_1939189	train
mona_1140	train
PR300501	train
CCMSLIB00006699061	val
CCMSLIB00006702908	train
CCMSLIB00006708164	train
nist_1315483	train
nist_1152691	test
nist_1223459	val
nist_1236881	train
nist_3305531	train
nist_1202431	test
washington_0536	train
nist_1551500	val
CCMSLIB00005723236	train
CCMSLIB00000079669	train
nist_1873799	train
nist_1260851	train
CCMSLIB00006689186	train
nist_3334662	train
mona_2555	train
nist_1992028	val
nist_3442302	test
nist_3440110	train
nist_1670841	train
nist_1238929	train
mona_2610	test
CCMSLIB00006703740	train
CCMSLIB00006698912	train
nist_3178667	test
nist_3172910	test
nist_1863946	test
washington_0753	train
nist_1268471	train
CCMSLIB00004680081	train
nist_1674161	train
PR302523	train
nist_1460647	train
nist_1305971	train
nist_1437412	train
nist_3154919	train
nist_1629953	train
CCMSLIB00006686821	train
CCMSLIB00000848725	train
nist_1800457	train
nist_3296773	train
nist_1429365	val
nist_1713738	train
nist_3129882	test
mona_1180	train
CCMSLIB00000846699	val
CCMSLIB00000851905	train
nist_3325950	train
nist_1867227	train
nist_3056309	train
mona_1859	train
nist_1846273	train
nist_3013016	train
CCMSLIB00001058951	train
CCMSLIB00003137536	train
nist_1662894	train
nist_3148057	train
nist_1782531	test
CCMSLIB00000847919	train
nist_3128225	train
nist_3183686	train
CCMSLIB00000849879	train
nist_1449028	train
nist_1476911	test
nist_1534760	test
CCMSLIB00000080436	train
nist_1645661	train
nist_1619287	train
CCMSLIB00006704156	train
nist_3373521	train
nist_1669424	test
nist_1290138	train
nist_3241693	train
nist_3018170	train
CCMSLIB00000078788	train
nist_3062222	val
nist_3379567	train
nist_1610076	train
nist_3360096	val
nist_1835091	test
nist_1911044	test
nist_1404743	train
CCMSLIB00006701895	val
metabolights_0035	train
CCMSLIB00000478497	train
nist_1381443	test
nist_1603058	train
nist_1168464	train
nist_1531227	train
CCMSLIB00006702221	train
nist_1873669	train
nist_1456253	train
nist_3125172	train
PR310627	train
nist_1982398	test
nist_1718055	train
nist_3199287	train
nist_3466958	train
nist_1205244	train
CCMSLIB00006700729	val
nist_1213118	test
nist_1478082	train
nist_1521042	train
nist_3147205	train
nist_3410127	test
nist_1906479	train
nist_1268117	train
nist_1425326	train
nistpep_89107	train
CCMSLIB00000848203	train
CCMSLIB00006699141	train
nist_3067846	train
nist_1895495	train
mona_2081	val
CCMSLIB00000847883	train
CCMSLIB00000080128	train
mona_2565	train
CCMSLIB00000478558	train
nist_3027923	train
nist_1245110	train
nist_3235115	train
CCMSLIB00006706818	train
nist_1823999	train
CCMSLIB00000531487	train
nist_1855025	train
nist_1379832	train
CCMSLIB00000846823	train
nist_3075869	train
nist_1192268	train
nist_3381740	val
nist_1277866	train
nist_3258759	train
CCMSLIB00000577529	train
CCMSLIB00000845854	train
CCMSLIB00006691058	train
CCMSLIB00000080606	val
nist_1197639	train
nist_3151292	train
nist_1373857	train
CCMSLIB00000079401	train
nist_1912958	val
nist_1919760	train
nist_3371898	train
CCMSLIB00004713107	train
nist_1529351	test
mona_961	train
CCMSLIB00006704927	train
nist_3233420	train
eawag_0563	train
nist_3071254	train
CCMSLIB00000851901	train
CCMSLIB00000577979	test
nist_1137441	train
nist_1225271	test
nist_1928556	train
nist_1471359	val
nist_1484048	train
nist_3458812	train
nist_1672553	train
nist_1191235	train
nist_1153831	train
nist_1919015	test
nist_1303562	train
nistpep_57478	train
nist_3268793	train
nist_1705493	train
CCMSLIB00000848446	train
nist_1227483	train
nist_1411634	val
nist_3447931	train
nist_1898457	train
nist_1222848	train
nist_1427093	train
nist_1204595	val
nist_1182287	test
mona_474	train
nist_1766001	train
CCMSLIB00000079692	train
nist_1803879	train
nist_3354291	train
CCMSLIB00003095418	test
nist_1311817	test
nist_3261517	train
nist_3361348	train
nist_1787475	train
nist_3291365	train
mona_415	train
CCMSLIB00006693008	train
CCMSLIB00004707208	train
nist_3262554	train
nist_3457141	train
nist_1685588	val
nist_3339179	val
nist_1552184	val
nist_1412466	test
CCMSLIB00000079734	train
nist_1796960	train
nist_1672643	train
CCMSLIB00000086107	train
nist_3421545	train
nist_1503523	train
mona_1601	train
nist_1534962	train
nist_1433571	val
nist_3415442	train
CCMSLIB00006692055	train
nist_1149556	train
nist_1652203	train
nist_1805219	train
CCMSLIB00006701175	train
nist_1973548	val
nist_3138114	train
nist_3374806	train
nist_1764775	train
CCMSLIB00000848043	test
nist_1545717	train
CCMSLIB00006698270	train
nist_3194314	train
nist_1656195	train
nist_1702513	train
CCMSLIB00000086057	train
nist_1965893	train
CCMSLIB00006686694	train
nist_1935614	train
nist_3137289	train
CCMSLIB00000080311	train
CCMSLIB00000080591	train
CCMSLIB00006701508	val
nist_1396425	train
nist_3289145	train
CCMSLIB00000848131	train
nist_1678296	train
CCMSLIB00006699312	train
CCMSLIB00000854833	train
CCMSLIB00004679994	train
nist_1324222	train
nist_1324662	test
CCMSLIB00000852550	train
CCMSLIB00000853927	train
nist_3390815	train
nist_3239994	train
nist_3298484	train
nist_1266694	train
CCMSLIB00004717332	train
nist_3254472	train
CCMSLIB00006700707	val
nist_1830626	test
nist_3223401	train
nist_1904394	train
eawag_0769	train
nist_1242136	test
CCMSLIB00000847862	train
nist_3443887	train
CCMSLIB00006701938	train
nist_3161486	train
nist_3257064	train
CCMSLIB00006703085	train
CCMSLIB00000577777	train
nist_3248406	train
CCMSLIB00000079407	train
nist_1457933	test
CCMSLIB00000855561	train
nist_3074450	test
nist_1825408	train
nist_1568029	val
nist_3126796	train
CCMSLIB00000072257	train
nist_3189457	val
nist_1888108	train
CCMSLIB00000085250	train
nist_1804246	train
nist_3457067	test
nist_3234766	test
CCMSLIB00000846988	train
nist_3223865	val
nist_1867809	test
nist_1186830	train
nist_1406560	train
nist_1529193	train
nist_1153488	train
CCMSLIB00000577662	train
nist_1463824	train
nist_3443629	val
nist_1765635	train
nist_1556348	train
nist_3164671	test
nist_3127237	train
nist_1321295	val
mona_2605	train
nist_1494341	train
CCMSLIB00000085721	train
nist_1441712	train
nist_3334017	train
CCMSLIB00006698733	train
nist_1833883	train
nist_1553815	test
nist_3249937	train
nist_1394814	train
mona_2341	train
nist_1788900	train
nist_1835647	train
mona_1887	train
nist_3240891	train
eawag_0453	test
CCMSLIB00000084895	train
CCMSLIB00003128251	train
nist_1196901	train
CCMSLIB00000079806	train
nist_1279628	train
nist_1563260	train
nist_3241469	train
nist_1655970	train
nist_1190170	train
CCMSLIB00000085280	train
CCMSLIB00000078644	train
nist_1155835	train
nist_1159160	train
CCMSLIB00000079431	train
nist_1272555	train
CCMSLIB00006704335	train
nist_3194122	train
nist_1373172	train
nist_1795962	train
nist_1145260	train
nist_1411072	train
mona_2887	train
nist_1443832	train
nist_3280206	train
CCMSLIB00000579925	train
nist_3104043	train
nist_1211078	train
nist_3299791	train
nist_3246541	test
nist_1102271	train
nist_1658339	train
nist_3138809	train
nist_3365013	train
nist_1983451	val
nist_3407831	train
nist_1416070	train
nist_3025043	train
nist_3409060	train
nist_3199510	test
nist_3398089	train
nist_3409899	test
nist_3314016	train
nist_1187522	train
CCMSLIB00000853313	train
